iso2,year,sex,age,cases
VE,2008,f,55-64,146
VU,2008,f,55-64,5
WF,2007,f,55-64,0
WS,2008,f,55-64,0
ZA,2006,f,55-64,2550
ZA,2007,f,55-64,2964
ZA,2008,f,55-64,3234
ZW,2007,f,55-64,213
AD,2005,f,65+,0
AD,2006,f,65+,0
AD,2008,f,65+,0
AE,2006,f,65+,5
AE,2007,f,65+,0
AE,2008,f,65+,3
AG,2007,f,65+,0
AL,2005,f,65+,18
AL,2006,f,65+,13
AL,2007,f,65+,9
AL,2008,f,65+,10
AM,2005,f,65+,7
AM,2006,f,65+,4
AM,2007,f,65+,7
AM,2008,f,65+,11
AN,2006,f,65+,0
AR,2006,f,65+,213
AR,2007,f,65+,246
AR,2008,f,65+,204
AT,2005,f,65+,10
AT,2006,f,65+,15
AU,2006,f,65+,21
AU,2007,f,65+,23
AZ,2005,f,65+,24
AZ,2006,f,65+,8
BA,2005,f,65+,130
BA,2006,f,65+,88
BA,2007,f,65+,0
BA,2008,f,65+,112
BB,2007,f,65+,0
BB,2008,f,65+,0
BE,2005,f,65+,23
BE,2006,f,65+,22
BE,2007,f,65+,22
BE,2008,f,65+,12
BF,2007,f,65+,45
BG,2005,f,65+,70
BG,2007,f,65+,46
BG,2008,f,65+,44
BH,2008,f,65+,0
BI,2007,f,65+,38
BN,2007,f,65+,2
BN,2008,f,65+,10
BR,2006,f,65+,1139
BR,2007,f,65+,972
BR,2008,f,65+,879
BS,2007,f,65+,0
BS,2008,f,65+,0
BW,2008,f,65+,30
BZ,2006,f,65+,6
BZ,2007,f,65+,3
BZ,2008,f,65+,8
CA,2006,f,65+,52
CA,2007,f,65+,51
CA,2008,f,65+,45
CH,2005,f,65+,4
CH,2006,f,65+,2
CH,2007,f,65+,7
CH,2008,f,65+,1
CK,2006,f,65+,0
CL,2006,f,65+,122
CL,2007,f,65+,78
CL,2008,f,65+,65
CM,2008,f,65+,148
CR,2006,f,65+,11
CR,2007,f,65+,15
CU,2008,f,65+,34
CV,2008,f,65+,3
CY,2005,f,65+,0
CY,2006,f,65+,0
CY,2007,f,65+,0
CY,2008,f,65+,0
CZ,2005,f,65+,28
CZ,2006,f,65+,30
CZ,2007,f,65+,28
CZ,2008,f,65+,23
DE,2005,f,65+,103
DE,2006,f,65+,102
DE,2007,f,65+,178
DE,2008,f,65+,71
DJ,2007,f,65+,18
DK,2005,f,65+,5
DK,2006,f,65+,4
DK,2007,f,65+,8
DK,2008,f,65+,1
DM,2006,f,65+,0
DM,2007,f,65+,0
DM,2008,f,65+,0
DO,2008,f,65+,52
EE,2005,f,65+,8
EE,2006,f,65+,6
EE,2007,f,65+,6
EE,2008,f,65+,15
EG,2006,f,65+,87
EG,2008,f,65+,113
ER,2007,f,65+,15
ES,2005,f,65+,108
ES,2006,f,65+,77
ES,2007,f,65+,93
ES,2008,f,65+,73
FI,2005,f,65+,20
FI,2006,f,65+,19
FI,2007,f,65+,13
FI,2008,f,65+,14
FJ,2006,f,65+,0
FM,2006,f,65+,4
FM,2008,f,65+,0
FR,2005,f,65+,180
FR,2006,f,65+,170
FR,2007,f,65+,188
FR,2008,f,65+,101
GA,2008,f,65+,17
GB,2005,f,65+,83
GB,2006,f,65+,97
GB,2007,f,65+,138
GB,2008,f,65+,62
GD,2006,f,65+,0
GE,2005,f,65+,47
GE,2006,f,65+,34
GE,2007,f,65+,46
GE,2008,f,65+,160
GM,2006,f,65+,26
GM,2008,f,65+,8
GR,2005,f,65+,17
GR,2006,f,65+,24
GR,2007,f,65+,24
GR,2008,f,65+,7
GT,2007,f,65+,122
GT,2008,f,65+,101
GU,2007,f,65+,1
GU,2008,f,65+,3
GY,2008,f,65+,7
HK,2005,f,65+,135
HK,2006,f,65+,132
HK,2007,f,65+,137
HK,2008,f,65+,131
HN,2006,f,65+,129
HN,2007,f,65+,112
HN,2008,f,65+,116
HR,2005,f,65+,56
HR,2006,f,65+,59
HR,2008,f,65+,44
HT,2007,f,65+,131
HT,2008,f,65+,139
HU,2005,f,65+,33
HU,2006,f,65+,29
HU,2007,f,65+,29
HU,2008,f,65+,25
ID,2007,f,65+,2896
ID,2008,f,65+,3143
IE,2005,f,65+,8
IE,2006,f,65+,3
IE,2007,f,65+,4
IE,2008,f,65+,2
IL,2005,f,65+,9
IL,2006,f,65+,7
IL,2007,f,65+,14
IL,2008,f,65+,19
IQ,2006,f,65+,70
IQ,2007,f,65+,74
IQ,2008,f,65+,125
IR,2006,f,65+,793
IR,2007,f,65+,813
IR,2008,f,65+,879
IS,2005,f,65+,0
IS,2006,f,65+,1
IS,2007,f,65+,2
IS,2008,f,65+,0
IT,2005,f,65+,70
IT,2006,f,65+,88
IT,2007,f,65+,76
IT,2008,f,65+,56
JM,2006,f,65+,1
JM,2008,f,65+,6
JO,2006,f,65+,6
JO,2007,f,65+,7
JO,2008,f,65+,3
JP,2007,f,65+,1832
JP,2008,f,65+,1872
KE,2007,f,65+,329
KE,2008,f,65+,296
KG,2005,f,65+,98
KI,2007,f,65+,2
KI,2008,f,65+,4
KM,2006,f,65+,1
KM,2008,f,65+,2
KN,2008,f,65+,0
KP,2008,f,65+,604
KR,2006,f,65+,1705
KR,2007,f,65+,1716
KR,2008,f,65+,1889
KW,2007,f,65+,4
KW,2008,f,65+,6
KY,2006,f,65+,0
KY,2007,f,65+,0
KZ,2005,f,65+,187
KZ,2007,f,65+,157
KZ,2008,f,65+,185
LB,2006,f,65+,1
LB,2007,f,65+,2
LB,2008,f,65+,2
LC,2008,f,65+,2
LR,2008,f,65+,44
LS,2007,f,65+,13
LS,2008,f,65+,54
LT,2005,f,65+,54
LT,2006,f,65+,53
LT,2007,f,65+,37
LT,2008,f,65+,44
LU,2005,f,65+,0
LU,2006,f,65+,1
LU,2007,f,65+,0
LU,2008,f,65+,0
LV,2005,f,65+,12
LV,2006,f,65+,13
LV,2008,f,65+,12
LY,2006,f,65+,11
LY,2008,f,65+,17
MA,2006,f,65+,307
MA,2007,f,65+,370
MA,2008,f,65+,358
MD,2005,f,65+,18
MD,2007,f,65+,25
MD,2008,f,65+,25
ME,2005,f,65+,8
ME,2006,f,65+,2
ME,2007,f,65+,1
ME,2008,f,65+,7
MG,2007,f,65+,192
MG,2008,f,65+,171
MH,2007,f,65+,0
MH,2008,f,65+,0
MK,2005,f,65+,13
MK,2006,f,65+,11
MK,2007,f,65+,8
MK,2008,f,65+,10
ML,2008,f,65+,121
MO,2007,f,65+,6
MO,2008,f,65+,5
MP,2007,f,65+,2
MP,2008,f,65+,0
MT,2005,f,65+,0
MT,2006,f,65+,0
MT,2007,f,65+,0
MT,2008,f,65+,2
MU,2007,f,65+,3
MU,2008,f,65+,1
MV,2007,f,65+,1
MV,2008,f,65+,2
MW,2007,f,65+,84
MW,2008,f,65+,89
MX,2006,f,65+,803
MX,2007,f,65+,788
MX,2008,f,65+,836
MY,2007,f,65+,514
MY,2008,f,65+,657
NC,2008,f,65+,1
NE,2008,f,65+,110
NI,2006,f,65+,38
NI,2007,f,65+,55
NL,2005,f,65+,4
NL,2006,f,65+,10
NL,2007,f,65+,12
NL,2008,f,65+,7
NO,2005,f,65+,3
NO,2006,f,65+,3
NO,2008,f,65+,6
NP,2006,f,65+,243
NP,2007,f,65+,258
NR,2006,f,65+,0
NR,2007,f,65+,0
NR,2008,f,65+,0
NU,2006,f,65+,0
NU,2007,f,65+,0
NZ,2006,f,65+,4
NZ,2007,f,65+,4
NZ,2008,f,65+,9
OM,2006,f,65+,14
OM,2008,f,65+,1
PA,2008,f,65+,27
PE,2006,f,65+,556
PE,2007,f,65+,669
PE,2008,f,65+,899
PF,2008,f,65+,2
PL,2005,f,65+,316
PL,2006,f,65+,318
PL,2007,f,65+,277
PL,2008,f,65+,264
PR,2007,f,65+,1
PR,2008,f,65+,0
PS,2006,f,65+,1
PS,2007,f,65+,0
PS,2008,f,65+,0
PT,2005,f,65+,42
PT,2006,f,65+,41
PT,2007,f,65+,26
PT,2008,f,65+,39
PW,2006,f,65+,0
PW,2007,f,65+,0
PY,2006,f,65+,66
PY,2007,f,65+,47
PY,2008,f,65+,56
QA,2007,f,65+,0
QA,2008,f,65+,2
RO,2005,f,65+,442
RO,2006,f,65+,465
RO,2007,f,65+,448
RO,2008,f,65+,499
RS,2005,f,65+,149
RS,2006,f,65+,152
RS,2007,f,65+,135
RS,2008,f,65+,138
RU,2007,f,65+,871
RU,2008,f,65+,835
RW,2007,f,65+,35
RW,2008,f,65+,40
SA,2008,f,65+,83
SB,2007,f,65+,5
SB,2008,f,65+,2
SC,2008,f,65+,0
SD,2006,f,65+,270
SD,2008,f,65+,235
SE,2005,f,65+,13
SE,2006,f,65+,10
SE,2007,f,65+,12
SE,2008,f,65+,6
SG,2006,f,65+,31
SG,2007,f,65+,39
SG,2008,f,65+,33
SI,2005,f,65+,16
SI,2006,f,65+,19
SI,2007,f,65+,16
SI,2008,f,65+,7
SK,2005,f,65+,27
SK,2006,f,65+,20
SK,2007,f,65+,28
SK,2008,f,65+,17
SL,2007,f,65+,79
SN,2008,f,65+,97
SR,2006,f,65+,2
ST,2006,f,65+,1
ST,2007,f,65+,0
SV,2007,f,65+,56
SV,2008,f,65+,66
SY,2006,f,65+,34
SY,2007,f,65+,41
SY,2008,f,65+,25
SZ,2008,f,65+,19
TC,2006,f,65+,0
TJ,2005,f,65+,53
TJ,2008,f,65+,73
TK,2007,f,65+,0
TM,2005,f,65+,8
TM,2007,f,65+,35
TO,2006,f,65+,2
TO,2007,f,65+,0
TO,2008,f,65+,0
TR,2005,f,65+,213
TR,2006,f,65+,256
TR,2007,f,65+,255
TR,2008,f,65+,236
TT,2007,f,65+,5
TT,2008,f,65+,7
TV,2006,f,65+,0
TV,2008,f,65+,0
UA,2007,f,65+,861
UA,2008,f,65+,477
UG,2008,f,65+,206
US,2006,f,65+,303
US,2007,f,65+,308
US,2008,f,65+,300
UY,2008,f,65+,13
UZ,2005,f,65+,367
UZ,2006,f,65+,421
UZ,2007,f,65+,436
UZ,2008,f,65+,394
VC,2007,f,65+,0
VE,2006,f,65+,225
VE,2007,f,65+,230
VE,2008,f,65+,182
VU,2008,f,65+,1
WF,2007,f,65+,0
WS,2008,f,65+,1
ZA,2006,f,65+,1505
ZA,2007,f,65+,1811
ZA,2008,f,65+,2117
ZW,2007,f,65+,90
AD,2005,f,unknown,0
AD,2006,f,unknown,0
AD,2008,f,unknown,0
AE,2006,f,unknown,0
AE,2007,f,unknown,0
AE,2008,f,unknown,0
AG,2007,f,unknown,0
AL,2005,f,unknown,0
AL,2006,f,unknown,0
AL,2007,f,unknown,0
AL,2008,f,unknown,0
AM,2005,f,unknown,0
AM,2006,f,unknown,0
AM,2007,f,unknown,0
AM,2008,f,unknown,0
AN,2006,f,unknown,0
AR,2006,f,unknown,0
AR,2007,f,unknown,0
AR,2008,f,unknown,8
AT,2005,f,unknown,0
AT,2006,f,unknown,0
AU,2006,f,unknown,0
AU,2007,f,unknown,0
AZ,2005,f,unknown,0
AZ,2006,f,unknown,0
BA,2005,f,unknown,0
BA,2006,f,unknown,2
BA,2007,f,unknown,0
BA,2008,f,unknown,0
BB,2007,f,unknown,0
BB,2008,f,unknown,0
BE,2005,f,unknown,0
BE,2006,f,unknown,0
BE,2007,f,unknown,0
BE,2008,f,unknown,0
BF,2007,f,unknown,0
BG,2005,f,unknown,0
BG,2007,f,unknown,0
BG,2008,f,unknown,0
BH,2008,f,unknown,0
BI,2007,f,unknown,0
BN,2007,f,unknown,0
BN,2008,f,unknown,0
BR,2006,f,unknown,0
BR,2007,f,unknown,0
BR,2008,f,unknown,0
BS,2007,f,unknown,0
BS,2008,f,unknown,0
BW,2008,f,unknown,0
BZ,2006,f,unknown,0
BZ,2007,f,unknown,0
BZ,2008,f,unknown,0
CA,2006,f,unknown,0
CA,2007,f,unknown,0
CA,2008,f,unknown,0
CH,2005,f,unknown,0
CH,2006,f,unknown,0
CH,2007,f,unknown,0
CH,2008,f,unknown,0
CK,2006,f,unknown,0
CL,2006,f,unknown,0
CL,2007,f,unknown,0
CL,2008,f,unknown,0
CM,2008,f,unknown,0
CR,2006,f,unknown,0
CR,2007,f,unknown,0
CU,2008,f,unknown,0
CV,2008,f,unknown,0
CY,2005,f,unknown,0
CY,2006,f,unknown,0
CY,2007,f,unknown,0
CY,2008,f,unknown,0
CZ,2005,f,unknown,0
CZ,2006,f,unknown,0
CZ,2007,f,unknown,0
CZ,2008,f,unknown,0
DE,2005,f,unknown,0
DE,2006,f,unknown,0
DE,2007,f,unknown,0
DE,2008,f,unknown,0
DJ,2007,f,unknown,0
DK,2005,f,unknown,0
DK,2006,f,unknown,0
DK,2007,f,unknown,0
DK,2008,f,unknown,0
DM,2006,f,unknown,0
DM,2007,f,unknown,0
DM,2008,f,unknown,0
DO,2008,f,unknown,0
EE,2005,f,unknown,0
EE,2006,f,unknown,0
EE,2007,f,unknown,0
EE,2008,f,unknown,0
EG,2006,f,unknown,0
EG,2008,f,unknown,3
ER,2007,f,unknown,0
ES,2005,f,unknown,2
ES,2006,f,unknown,1
ES,2007,f,unknown,2
ES,2008,f,unknown,1
FI,2005,f,unknown,0
FI,2006,f,unknown,0
FI,2007,f,unknown,0
FI,2008,f,unknown,0
FJ,2006,f,unknown,0
FM,2006,f,unknown,0
FM,2008,f,unknown,0
FR,2005,f,unknown,0
FR,2006,f,unknown,0
FR,2007,f,unknown,0
FR,2008,f,unknown,0
GA,2008,f,unknown,0
GB,2005,f,unknown,1
GB,2006,f,unknown,0
GB,2007,f,unknown,2
GB,2008,f,unknown,0
GD,2006,f,unknown,0
GE,2005,f,unknown,0
GE,2006,f,unknown,1
GE,2007,f,unknown,0
GE,2008,f,unknown,0
GM,2006,f,unknown,0
GM,2008,f,unknown,0
GR,2005,f,unknown,0
GR,2006,f,unknown,1
GR,2007,f,unknown,2
GR,2008,f,unknown,0
GT,2007,f,unknown,0
GT,2008,f,unknown,0
GU,2007,f,unknown,0
GU,2008,f,unknown,0
GY,2008,f,unknown,0
HK,2005,f,unknown,0
HK,2006,f,unknown,0
HK,2007,f,unknown,0
HK,2008,f,unknown,0
HN,2006,f,unknown,0
HN,2007,f,unknown,0
HN,2008,f,unknown,0
HR,2005,f,unknown,0
HR,2006,f,unknown,0
HR,2008,f,unknown,0
HT,2007,f,unknown,0
HT,2008,f,unknown,0
HU,2005,f,unknown,0
HU,2006,f,unknown,0
HU,2007,f,unknown,0
HU,2008,f,unknown,1
ID,2007,f,unknown,0
ID,2008,f,unknown,0
IE,2005,f,unknown,0
IE,2006,f,unknown,0
IE,2007,f,unknown,0
IE,2008,f,unknown,0
IL,2005,f,unknown,0
IL,2006,f,unknown,0
IL,2007,f,unknown,0
IL,2008,f,unknown,0
IQ,2006,f,unknown,0
IQ,2007,f,unknown,0
IQ,2008,f,unknown,0
IR,2006,f,unknown,0
IR,2007,f,unknown,0
IR,2008,f,unknown,0
IS,2005,f,unknown,0
IS,2006,f,unknown,0
IS,2007,f,unknown,0
IS,2008,f,unknown,0
IT,2005,f,unknown,9
IT,2006,f,unknown,10
IT,2007,f,unknown,6
IT,2008,f,unknown,1
JM,2006,f,unknown,0
JM,2008,f,unknown,1
JO,2006,f,unknown,0
JO,2007,f,unknown,0
JO,2008,f,unknown,0
JP,2007,f,unknown,0
JP,2008,f,unknown,0
KE,2007,f,unknown,0
KE,2008,f,unknown,0
KG,2005,f,unknown,0
KI,2007,f,unknown,0
KI,2008,f,unknown,0
KM,2006,f,unknown,0
KM,2008,f,unknown,0
KN,2008,f,unknown,0
KP,2008,f,unknown,0
KR,2006,f,unknown,0
KR,2007,f,unknown,0
KR,2008,f,unknown,0
KW,2007,f,unknown,0
KW,2008,f,unknown,0
KY,2006,f,unknown,0
KY,2007,f,unknown,0
KZ,2005,f,unknown,0
KZ,2007,f,unknown,0
KZ,2008,f,unknown,0
LB,2006,f,unknown,0
LB,2007,f,unknown,0
LB,2008,f,unknown,0
LC,2008,f,unknown,0
LR,2008,f,unknown,0
LS,2007,f,unknown,0
LS,2008,f,unknown,0
LT,2005,f,unknown,0
LT,2006,f,unknown,0
LT,2007,f,unknown,0
LT,2008,f,unknown,0
LU,2005,f,unknown,0
LU,2006,f,unknown,0
LU,2007,f,unknown,0
LU,2008,f,unknown,0
LV,2005,f,unknown,0
LV,2006,f,unknown,0
LV,2008,f,unknown,0
LY,2006,f,unknown,0
LY,2008,f,unknown,0
MA,2006,f,unknown,0
MA,2007,f,unknown,0
MA,2008,f,unknown,0
MD,2005,f,unknown,0
MD,2007,f,unknown,0
MD,2008,f,unknown,0
ME,2005,f,unknown,0
ME,2006,f,unknown,0
ME,2007,f,unknown,0
ME,2008,f,unknown,0
MG,2007,f,unknown,0
MG,2008,f,unknown,0
MH,2007,f,unknown,0
MH,2008,f,unknown,0
MK,2005,f,unknown,0
MK,2006,f,unknown,0
MK,2007,f,unknown,0
MK,2008,f,unknown,0
ML,2008,f,unknown,0
MO,2007,f,unknown,0
MO,2008,f,unknown,0
MP,2007,f,unknown,0
MP,2008,f,unknown,0
MT,2005,f,unknown,0
MT,2006,f,unknown,0
MT,2007,f,unknown,0
MT,2008,f,unknown,0
MU,2007,f,unknown,0
MU,2008,f,unknown,0
MV,2007,f,unknown,0
MV,2008,f,unknown,0
MW,2007,f,unknown,0
MW,2008,f,unknown,0
MX,2006,f,unknown,0
MX,2007,f,unknown,0
MX,2008,f,unknown,0
MY,2007,f,unknown,0
MY,2008,f,unknown,0
NC,2008,f,unknown,0
NE,2008,f,unknown,0
NI,2006,f,unknown,0
NI,2007,f,unknown,0
NL,2005,f,unknown,0
NL,2006,f,unknown,0
NL,2007,f,unknown,0
NL,2008,f,unknown,0
NO,2005,f,unknown,0
NO,2006,f,unknown,0
NO,2008,f,unknown,0
NP,2006,f,unknown,0
NP,2007,f,unknown,0
NR,2006,f,unknown,0
NR,2007,f,unknown,0
NR,2008,f,unknown,0
NU,2006,f,unknown,0
NU,2007,f,unknown,0
NZ,2006,f,unknown,0
NZ,2007,f,unknown,0
NZ,2008,f,unknown,0
OM,2006,f,unknown,0
OM,2008,f,unknown,0
PA,2008,f,unknown,0
PE,2006,f,unknown,0
PE,2007,f,unknown,0
PE,2008,f,unknown,0
PF,2008,f,unknown,1
PL,2005,f,unknown,0
PL,2006,f,unknown,0
PL,2007,f,unknown,0
PL,2008,f,unknown,0
PR,2007,f,unknown,0
PR,2008,f,unknown,0
PS,2006,f,unknown,0
PS,2007,f,unknown,0
PS,2008,f,unknown,0
PT,2005,f,unknown,1
PT,2006,f,unknown,1
PT,2007,f,unknown,0
PT,2008,f,unknown,0
PW,2006,f,unknown,0
PW,2007,f,unknown,0
PY,2006,f,unknown,0
PY,2007,f,unknown,0
PY,2008,f,unknown,0
QA,2007,f,unknown,0
QA,2008,f,unknown,0
RO,2005,f,unknown,2
RO,2006,f,unknown,1
RO,2007,f,unknown,0
RO,2008,f,unknown,0
RS,2005,f,unknown,0
RS,2006,f,unknown,0
RS,2007,f,unknown,0
RS,2008,f,unknown,0
RU,2007,f,unknown,0
RU,2008,f,unknown,0
RW,2007,f,unknown,0
RW,2008,f,unknown,0
SA,2008,f,unknown,0
SB,2007,f,unknown,0
SB,2008,f,unknown,0
SC,2008,f,unknown,0
SD,2006,f,unknown,0
SD,2008,f,unknown,0
SE,2005,f,unknown,0
SE,2006,f,unknown,0
SE,2007,f,unknown,0
SE,2008,f,unknown,0
SG,2006,f,unknown,0
SG,2007,f,unknown,0
SG,2008,f,unknown,0
SI,2005,f,unknown,0
SI,2006,f,unknown,0
SI,2007,f,unknown,0
SI,2008,f,unknown,0
SK,2005,f,unknown,0
SK,2006,f,unknown,0
SK,2007,f,unknown,0
SK,2008,f,unknown,0
SL,2007,f,unknown,0
SN,2008,f,unknown,0
SR,2006,f,unknown,0
ST,2006,f,unknown,0
ST,2007,f,unknown,0
SV,2007,f,unknown,0
SV,2008,f,unknown,0
SY,2006,f,unknown,0
SY,2007,f,unknown,0
SY,2008,f,unknown,0
SZ,2008,f,unknown,0
TC,2006,f,unknown,0
TJ,2005,f,unknown,0
TJ,2008,f,unknown,0
TK,2007,f,unknown,0
TM,2005,f,unknown,0
TM,2007,f,unknown,0
TO,2006,f,unknown,0
TO,2007,f,unknown,0
TO,2008,f,unknown,0
TR,2005,f,unknown,0
TR,2006,f,unknown,0
TR,2007,f,unknown,0
TR,2008,f,unknown,0
TT,2007,f,unknown,0
TT,2008,f,unknown,0
TV,2006,f,unknown,0
TV,2008,f,unknown,0
UA,2007,f,unknown,0
UA,2008,f,unknown,0
UG,2008,f,unknown,0
US,2006,f,unknown,0
US,2007,f,unknown,0
US,2008,f,unknown,0
UY,2008,f,unknown,0
UZ,2005,f,unknown,0
UZ,2006,f,unknown,0
UZ,2007,f,unknown,0
UZ,2008,f,unknown,0
VC,2007,f,unknown,0
VE,2006,f,unknown,0
VE,2007,f,unknown,0
VE,2008,f,unknown,0
VU,2008,f,unknown,0
WF,2007,f,unknown,0
WS,2008,f,unknown,0
ZA,2006,f,unknown,0
ZA,2007,f,unknown,0
ZA,2008,f,unknown,0
ZW,2007,f,unknown,0
